id,type,description,source
EVID_00529,Database Dump,Malware traces,Office search
EVID_00530,Database Dump,Malware traces,Law enforcement
EVID_00531,Laptop Image,Unauthorized access logs,Internal audit
EVID_00532,Laptop Image,Encrypted smartphone,Office search
EVID_00533,Mobile Phone,Suspect laptop,IT department
EVID_00534,Laptop Image,Deleted files recovery,IT department
EVID_00535,Server Image,External USB,Personal device
EVID_00536,Cloud Storage,Deleted files recovery,Office search
EVID_00537,Server Image,Unauthorized access logs,Law enforcement
EVID_00538,Laptop Image,Bank transaction logs,IT department
EVID_00539,Account Records,Financial records,Internal audit
EVID_00540,Hard Drive,External USB,Cloud provider
EVID_00541,Server Image,Deleted files recovery,Office search
EVID_00542,Cloud Storage,Encrypted smartphone,Financial institution
EVID_00543,Hard Drive,Bank transaction logs,Law enforcement
EVID_00544,Email Logs,Suspect laptop,Office search
EVID_00545,Laptop Image,Encrypted smartphone,Financial institution
EVID_00546,Network Logs,Unauthorized access logs,Law enforcement
EVID_00547,Email Logs,Suspect laptop,Personal device
EVID_00548,USB Device,External USB,IT department
EVID_00549,Network Logs,Deleted files recovery,IT department
EVID_00550,Hard Drive,Deleted files recovery,Financial institution
EVID_00551,Database Dump,Suspicious email chain,Cloud provider
EVID_00552,Database Dump,Financial records,Office search
EVID_00553,Cloud Storage,Malware traces,Office search
EVID_00554,Network Logs,Encrypted smartphone,Corporate network
EVID_00555,Laptop Image,Suspicious email chain,Financial institution
EVID_00556,Cloud Storage,Forged documents,Financial institution
EVID_00557,Mobile Phone,Encrypted smartphone,IT department
EVID_00558,Network Logs,Suspicious email chain,Financial institution
EVID_00559,Hard Drive,Unauthorized access logs,Internal audit
EVID_00560,Cloud Storage,Bank transaction logs,Office search
EVID_00561,Database Dump,Suspicious email chain,Internal audit
EVID_00562,Cloud Storage,Unauthorized access logs,Corporate network
EVID_00563,Account Records,Suspicious email chain,IT department
EVID_00564,Hard Drive,Suspect laptop,Personal device
EVID_00565,USB Device,Unauthorized access logs,Corporate network
EVID_00566,Database Dump,Suspect laptop,Personal device
EVID_00567,Account Records,Suspect laptop,Corporate network
EVID_00568,USB Device,Financial records,Financial institution
EVID_00569,Hard Drive,External USB,IT department
EVID_00570,Network Logs,Bank transaction logs,Financial institution
EVID_00571,Account Records,Forged documents,IT department
EVID_00572,Network Logs,Bank transaction logs,Law enforcement
EVID_00573,Email Logs,Financial records,Internal audit
EVID_00574,Mobile Phone,Forged documents,Law enforcement
EVID_00575,Hard Drive,Suspect laptop,Office search
EVID_00576,Cloud Storage,Financial records,Internal audit
EVID_00577,USB Device,Financial records,Personal device
EVID_00578,Account Records,Unauthorized access logs,IT department
EVID_00579,Mobile Phone,Suspect laptop,Financial institution
EVID_00580,Mobile Phone,Malware traces,Corporate network
EVID_00581,Network Logs,External USB,Corporate network
EVID_00582,USB Device,External USB,Law enforcement
EVID_00583,Cloud Storage,Suspect laptop,Cloud provider
EVID_00584,Laptop Image,External USB,Law enforcement
EVID_00585,Email Logs,Unauthorized access logs,Personal device
EVID_00586,Network Logs,Malware traces,Personal device
EVID_00587,Laptop Image,Suspect laptop,Internal audit
EVID_00588,Database Dump,Suspicious email chain,Law enforcement
EVID_00589,Mobile Phone,Suspicious email chain,Corporate network
EVID_00590,Cloud Storage,Encrypted smartphone,Corporate network
EVID_00591,Cloud Storage,Malware traces,Law enforcement
EVID_00592,Database Dump,Malware traces,Law enforcement
EVID_00593,Email Logs,Financial records,Cloud provider
EVID_00594,Mobile Phone,External USB,Corporate network
EVID_00595,Hard Drive,Bank transaction logs,Office search
EVID_00596,USB Device,Encrypted smartphone,Personal device
EVID_00597,Laptop Image,Financial records,Financial institution
EVID_00598,Network Logs,Bank transaction logs,Corporate network
EVID_00599,Laptop Image,Forged documents,Law enforcement
EVID_00600,Database Dump,Suspect laptop,Cloud provider
EVID_00601,Hard Drive,Malware traces,Internal audit
EVID_00602,Account Records,Forged documents,Financial institution
EVID_00603,Server Image,External USB,IT department
EVID_00604,Mobile Phone,Deleted files recovery,Financial institution
EVID_00605,Network Logs,Malware traces,Cloud provider
EVID_00606,Server Image,Bank transaction logs,Corporate network
EVID_00607,USB Device,Deleted files recovery,Financial institution
EVID_00608,Account Records,Bank transaction logs,Financial institution
EVID_00609,Account Records,Deleted files recovery,IT department
EVID_00610,Database Dump,Encrypted smartphone,Internal audit
EVID_00611,Server Image,Encrypted smartphone,Internal audit
EVID_00612,Network Logs,Deleted files recovery,Personal device
EVID_00613,Mobile Phone,Bank transaction logs,Financial institution
EVID_00614,Hard Drive,Financial records,Internal audit
EVID_00615,Database Dump,Forged documents,Financial institution
EVID_00616,Account Records,Suspicious email chain,Law enforcement
EVID_00617,Email Logs,Encrypted smartphone,Office search
EVID_00618,Hard Drive,Malware traces,Law enforcement
EVID_00619,Account Records,Malware traces,Internal audit
EVID_00620,Email Logs,Financial records,Personal device
EVID_00621,USB Device,Encrypted smartphone,Office search
EVID_00622,Cloud Storage,Suspect laptop,IT department
EVID_00623,Server Image,Encrypted smartphone,Office search
EVID_00624,Mobile Phone,Financial records,Law enforcement
EVID_00625,Network Logs,Suspect laptop,Internal audit
EVID_00626,Database Dump,Encrypted smartphone,Cloud provider
EVID_00627,Network Logs,Financial records,Personal device
EVID_00628,Hard Drive,External USB,Office search
EVID_00629,Laptop Image,Deleted files recovery,Internal audit
EVID_00630,USB Device,Suspect laptop,IT department
EVID_00631,Database Dump,Unauthorized access logs,Internal audit
EVID_00632,Hard Drive,External USB,Law enforcement
EVID_00633,Laptop Image,Suspicious email chain,Office search
EVID_00634,Hard Drive,Deleted files recovery,Office search
EVID_00635,Server Image,Encrypted smartphone,Financial institution
EVID_00636,Account Records,Suspect laptop,Internal audit
EVID_00637,Database Dump,Financial records,Financial institution
EVID_00638,Database Dump,Suspicious email chain,Cloud provider
EVID_00639,USB Device,Deleted files recovery,Corporate network
EVID_00640,Mobile Phone,Deleted files recovery,Corporate network
EVID_00641,Email Logs,Suspicious email chain,Personal device
EVID_00642,Cloud Storage,Malware traces,Corporate network
EVID_00643,USB Device,Suspicious email chain,IT department
EVID_00644,Database Dump,Bank transaction logs,Personal device
EVID_00645,Cloud Storage,Encrypted smartphone,Cloud provider
EVID_00646,USB Device,Unauthorized access logs,IT department
EVID_00647,Cloud Storage,Suspect laptop,IT department
EVID_00648,Laptop Image,Suspect laptop,Internal audit
EVID_00649,USB Device,Suspect laptop,Financial institution
EVID_00650,Hard Drive,Encrypted smartphone,Cloud provider
EVID_00651,Server Image,Unauthorized access logs,Personal device
EVID_00652,Network Logs,Forged documents,Internal audit
EVID_00653,USB Device,Malware traces,Law enforcement
EVID_00654,Cloud Storage,Forged documents,Personal device
EVID_00655,Email Logs,Bank transaction logs,Law enforcement
EVID_00656,Account Records,Suspect laptop,Financial institution
EVID_00657,Mobile Phone,Deleted files recovery,Law enforcement
EVID_00658,Hard Drive,Malware traces,Financial institution
EVID_00659,Server Image,Financial records,Internal audit
EVID_00660,Server Image,Deleted files recovery,Cloud provider
EVID_00661,Network Logs,External USB,IT department
EVID_00662,USB Device,Malware traces,Financial institution
EVID_00663,Laptop Image,Financial records,Financial institution
EVID_00664,Account Records,Malware traces,Law enforcement
EVID_00665,USB Device,Bank transaction logs,Corporate network
EVID_00666,Database Dump,Forged documents,Internal audit
EVID_00667,Email Logs,Financial records,Office search
EVID_00668,Hard Drive,Malware traces,Law enforcement
EVID_00669,Laptop Image,Forged documents,Law enforcement
EVID_00670,Network Logs,Encrypted smartphone,Law enforcement
EVID_00671,USB Device,External USB,Law enforcement
EVID_00672,Email Logs,Malware traces,Corporate network
EVID_00673,Hard Drive,External USB,IT department
EVID_00674,Email Logs,Bank transaction logs,Personal device
EVID_00675,Email Logs,Bank transaction logs,IT department
EVID_00676,Laptop Image,Malware traces,Cloud provider
EVID_00677,Network Logs,Malware traces,IT department
EVID_00678,Hard Drive,Forged documents,Financial institution
EVID_00679,USB Device,Suspicious email chain,Financial institution
EVID_00680,Email Logs,Deleted files recovery,Corporate network
EVID_00681,Email Logs,Bank transaction logs,IT department
EVID_00682,USB Device,Financial records,Financial institution
EVID_00683,Server Image,Encrypted smartphone,Corporate network
EVID_00684,Account Records,Financial records,Cloud provider
EVID_00685,Server Image,Financial records,IT department
EVID_00686,Cloud Storage,Unauthorized access logs,Internal audit
EVID_00687,Server Image,Unauthorized access logs,Financial institution
EVID_00688,Mobile Phone,Financial records,Office search
EVID_00689,USB Device,Unauthorized access logs,Internal audit
EVID_00690,Mobile Phone,Deleted files recovery,Cloud provider
EVID_00691,USB Device,Suspicious email chain,Office search
EVID_00692,Mobile Phone,Deleted files recovery,IT department
EVID_00693,Cloud Storage,External USB,Personal device
EVID_00694,Database Dump,Bank transaction logs,Law enforcement
EVID_00695,Cloud Storage,Suspect laptop,Corporate network
EVID_00696,Laptop Image,Suspicious email chain,Internal audit
EVID_00697,Email Logs,External USB,Personal device
EVID_00698,Mobile Phone,Suspect laptop,Financial institution
EVID_00699,Cloud Storage,Malware traces,Corporate network
EVID_00700,Network Logs,Forged documents,Law enforcement
EVID_00701,Cloud Storage,Malware traces,IT department
EVID_00702,Email Logs,Suspicious email chain,Financial institution
EVID_00703,Mobile Phone,External USB,Office search
EVID_00704,Mobile Phone,Suspect laptop,Personal device
EVID_00705,Account Records,Forged documents,Financial institution
EVID_00706,Server Image,Unauthorized access logs,Financial institution
EVID_00707,Email Logs,External USB,Financial institution
EVID_00708,Server Image,Encrypted smartphone,Cloud provider
EVID_00709,Email Logs,Forged documents,Cloud provider
EVID_00710,Network Logs,External USB,Law enforcement
EVID_00711,Cloud Storage,Forged documents,Internal audit
EVID_00712,Cloud Storage,Suspect laptop,Office search
EVID_00713,Hard Drive,Deleted files recovery,Office search
EVID_00714,Server Image,Suspicious email chain,Corporate network
EVID_00715,Laptop Image,Forged documents,Cloud provider
EVID_00716,Cloud Storage,Suspect laptop,Financial institution
EVID_00717,Hard Drive,External USB,Personal device
EVID_00718,Mobile Phone,Suspect laptop,Personal device
EVID_00719,Network Logs,Suspicious email chain,Corporate network
EVID_00720,Hard Drive,Encrypted smartphone,Corporate network
EVID_00721,Hard Drive,Unauthorized access logs,Internal audit
EVID_00722,Account Records,Forged documents,Financial institution
EVID_00723,Network Logs,Deleted files recovery,Cloud provider
EVID_00724,Laptop Image,Forged documents,Law enforcement
EVID_00725,Server Image,Forged documents,Personal device
EVID_00726,Email Logs,Unauthorized access logs,Corporate network
EVID_00727,Email Logs,Unauthorized access logs,Personal device
EVID_00728,Network Logs,Suspect laptop,Office search
EVID_00729,Email Logs,Suspicious email chain,Financial institution
EVID_00730,Network Logs,Encrypted smartphone,Law enforcement
EVID_00731,Server Image,External USB,Financial institution
EVID_00732,Hard Drive,Unauthorized access logs,IT department
EVID_00733,Email Logs,Deleted files recovery,Internal audit
EVID_00734,Laptop Image,Suspicious email chain,Office search
EVID_00735,Network Logs,Bank transaction logs,Corporate network
EVID_00736,Cloud Storage,Encrypted smartphone,Law enforcement
EVID_00737,Database Dump,Unauthorized access logs,Law enforcement
EVID_00738,USB Device,Suspect laptop,Law enforcement
EVID_00739,Hard Drive,Suspect laptop,Corporate network
EVID_00740,Hard Drive,Unauthorized access logs,Financial institution
EVID_00741,Mobile Phone,Financial records,Personal device
EVID_00742,Laptop Image,External USB,Personal device
EVID_00743,Cloud Storage,Deleted files recovery,Personal device
EVID_00744,Server Image,Deleted files recovery,Financial institution
EVID_00745,USB Device,Unauthorized access logs,IT department
EVID_00746,Server Image,Deleted files recovery,Corporate network
EVID_00747,Account Records,Bank transaction logs,Internal audit
EVID_00748,Account Records,Unauthorized access logs,Personal device
EVID_00749,Mobile Phone,Deleted files recovery,IT department
EVID_00750,Database Dump,Financial records,Cloud provider
EVID_00751,USB Device,Financial records,Law enforcement
EVID_00752,Laptop Image,Unauthorized access logs,Cloud provider
EVID_00753,USB Device,Bank transaction logs,Personal device
EVID_00754,Email Logs,Financial records,Corporate network
EVID_00755,Laptop Image,Deleted files recovery,Corporate network
EVID_00756,Mobile Phone,Unauthorized access logs,Financial institution
EVID_00757,USB Device,Suspicious email chain,Internal audit
EVID_00758,Network Logs,Bank transaction logs,IT department
EVID_00759,Laptop Image,Deleted files recovery,Cloud provider
